,Rewards,Score,Episode_Length
4719,46,5,57
4720,106,11,117
4721,41,4,52
4722,-5,0,6
4723,196,20,207
4724,62,6,73
4725,81,8,92
4726,21,2,32
4727,97,10,108
4728,61,6,72
4729,500,50,511
4730,91,9,102
4731,31,3,42
4732,71,7,82
4733,61,6,72
4734,31,3,42
4735,54,6,65
4736,25,3,36
4737,10,1,21
4738,75,8,86
4739,151,15,162
4740,4,1,15
4741,14,2,25
4742,20,2,31
4743,2,0,13
4744,31,3,42
4745,84,9,95
4746,1,0,12
4747,-3,0,8
4748,149,15,160
4749,-4,0,7
4750,0,0,11
4751,61,6,72
4752,51,5,62
4753,290,29,301
4754,109,11,120
4755,17,2,28
4756,122,12,133
4757,11,1,22
4758,151,15,162
4759,41,4,52
4760,108,11,119
4761,131,13,142
4762,61,6,72
4763,51,5,62
4764,272,27,283
4765,201,20,212
4766,101,10,112
4767,61,6,72
4768,161,16,172
4769,-3,0,8
4770,-4,0,7
4771,431,43,442
4772,100,10,111
4773,11,1,22
4774,201,20,212
4775,51,5,62
4776,13,2,24
4777,71,7,82
4778,11,1,22
4779,31,3,42
4780,211,21,222
4781,21,2,32
4782,244,25,255
4783,281,28,292
4784,222,22,233
4785,21,2,32
4786,1,0,12
4787,31,3,42
4788,311,31,322
4789,191,19,202
4790,371,37,382
4791,337,34,348
4792,184,19,195
4793,41,4,52
4794,131,13,142
4795,51,5,62
4796,41,4,52
4797,31,3,42
4798,1181,118,1192
4799,13,2,24
4800,361,36,372
4801,367,37,378
4802,111,11,122
4803,157,16,168
4804,221,22,232
4805,144,15,155
4806,11,1,22
4807,41,4,52
4808,101,10,112
4809,221,22,232
4810,602,60,613
4811,161,16,172
4812,141,14,152
4813,1,0,12
4814,91,9,102
4815,231,23,242
4816,451,45,462
4817,81,8,92
4818,81,8,92
4819,31,3,42
4820,151,15,162
4821,121,12,132
4822,97,10,108
4823,11,1,22
4824,61,6,72
4825,353,36,364
4826,281,28,292
4827,111,11,122
4828,151,15,162
4829,181,18,192
4830,1,0,12
4831,181,18,192
4832,921,92,932
4833,297,30,308
4834,121,12,132
4835,401,40,412
4836,101,10,112
4837,51,5,62
4838,4,1,15
4839,31,3,42
4840,41,4,52
4841,164,17,175
4842,1,0,12
4843,91,9,102
4844,391,39,402
4845,31,3,42
4846,-8,0,3
4847,663,67,674
4848,51,5,62
4849,337,34,348
4850,71,7,82
4851,221,22,232
4852,181,18,192
4853,141,14,152
4854,61,6,72
4855,234,24,245
4856,307,31,318
4857,603,61,614
4858,191,19,202
4859,171,17,182
4860,113,12,124
4861,91,9,102
4862,51,5,62
4863,32,3,43
4864,121,12,132
4865,132,13,143
4866,181,18,192
4867,151,15,162
4868,51,5,62
4869,31,3,42
4870,128,13,139
4871,271,27,282
4872,11,1,22
4873,202,20,213
4874,31,3,42
4875,41,4,52
4876,164,17,175
4877,31,3,42
4878,56,6,67
4879,361,36,372
4880,11,1,22
4881,177,18,188
4882,41,4,52
4883,153,16,164
4884,102,10,113
4885,21,2,32
4886,151,15,162
4887,494,50,505
4888,143,15,154
4889,37,4,48
4890,31,3,42
4891,3,1,14
4892,488,49,499
4893,8,1,19
4894,21,2,32
4895,21,2,32
4896,241,24,252
4897,131,13,142
4898,1,0,12
4899,231,23,242
4900,81,8,92
4901,91,9,102
4902,211,21,222
4903,7,1,18
4904,151,15,162
4905,9,1,20
4906,1,0,12
4907,41,4,52
4908,289,29,300
4909,136,14,147
4910,11,1,22
4911,-8,0,3
4912,51,5,62
4913,-1,0,10
4914,11,1,22
4915,241,24,252
4916,36,4,47
4917,100,10,111
4918,66,7,77
4919,9,1,20
4920,1,0,12
4921,51,5,62
4922,21,2,32
4923,112,11,123
4924,11,1,22
4925,21,2,32
4926,180,18,191
4927,1,0,12
4928,244,25,255
4929,181,18,192
4930,39,4,50
4931,41,4,52
4932,21,2,32
4933,249,25,260
4934,41,4,52
4935,159,16,170
4936,71,7,82
4937,27,3,38
4938,3,1,14
4939,55,6,66
4940,-6,0,5
4941,2,0,13
4942,134,14,145
4943,11,1,22
4944,135,14,146
4945,41,4,52
4946,78,8,89
4947,171,17,182
4948,262,26,273
4949,59,6,70
4950,101,10,112
4951,271,27,282
4952,177,18,188
4953,31,3,42
4954,161,16,172
4955,108,11,119
4956,31,3,42
4957,156,16,167
4958,161,16,172
4959,291,29,302
4960,101,10,112
4961,56,6,67
4962,91,9,102
4963,157,16,168
4964,91,9,102
4965,151,15,162
4966,411,41,422
4967,106,11,117
4968,222,22,233
4969,51,5,62
4970,21,2,32
4971,2,0,13
4972,10,1,21
4973,121,12,132
4974,31,3,42
4975,1,0,12
4976,21,2,32
4977,192,19,203
4978,51,5,62
4979,111,11,122
4980,112,11,123
4981,211,21,222
4982,101,10,112
4983,177,18,188
4984,71,7,82
4985,161,16,172
4986,3,1,14
4987,21,2,32
4988,112,11,123
4989,81,8,92
4990,31,3,42
4991,132,13,143
4992,291,29,302
4993,101,10,112
4994,191,19,202
4995,30,3,41
4996,68,7,79
4997,71,7,82
4998,1,0,12
4999,21,2,32
