,Rewards,Score,Episode_Length
3177,68,7,79
3178,1,0,12
3179,51,5,62
3180,8,1,19
3181,61,6,72
3182,6,1,17
3183,91,9,102
3184,36,4,47
3185,1,0,12
3186,61,6,72
3187,41,4,52
3188,438,44,449
3189,285,29,296
3190,75,8,86
3191,12,1,23
3192,31,3,42
3193,81,8,92
3194,761,76,772
3195,169,17,180
3196,31,3,42
3197,71,7,82
3198,332,33,343
3199,2021,202,2032
3200,181,18,192
3201,121,12,132
3202,286,29,297
3203,661,66,672
3204,2791,279,2802
3205,206,21,217
3206,103,11,114
3207,1,0,12
3208,-6,0,5
3209,431,43,442
3210,500,50,511
3211,248,25,259
3212,128,13,139
3213,291,29,302
3214,91,9,102
3215,61,6,72
3216,61,6,72
3217,191,19,202
3218,25,3,36
3219,167,17,178
3220,615,62,626
3221,486,49,497
3222,611,61,622
3223,6,1,17
3224,331,33,342
3225,16,2,27
3226,51,5,62
3227,946,95,957
3228,101,10,112
3229,483,49,494
3230,53,6,64
3231,115,12,126
3232,75,8,86
3233,44,5,55
3234,4,1,15
3235,113,12,124
3236,93,10,104
3237,3,1,14
3238,328,33,339
3239,264,27,275
3240,216,22,227
3241,64,7,75
3242,211,21,222
3243,116,12,127
3244,186,19,197
3245,331,33,342
3246,121,12,132
3247,667,67,678
3248,1,0,12
3249,91,9,102
3250,34,4,45
3251,33,4,44
3252,31,3,42
3253,121,12,132
3254,273,28,284
3255,103,11,114
3256,359,36,370
3257,231,23,242
3258,176,18,187
3259,51,5,62
3260,329,33,340
3261,17,2,28
3262,29,3,40
3263,494,50,505
3264,201,20,212
3265,61,6,72
3266,201,20,212
3267,513,52,524
3268,42,4,53
3269,273,28,284
3270,52,5,63
3271,161,16,172
3272,321,32,332
3273,501,50,512
3274,409,41,420
3275,71,7,82
3276,31,3,42
3277,221,22,232
3278,891,89,902
3279,121,12,132
3280,1281,128,1292
3281,276,28,287
3282,528,53,539
3283,11,1,22
3284,71,7,82
3285,201,20,212
3286,253,26,264
3287,441,44,452
3288,1203,121,1214
3289,32,3,43
3290,72,7,83
3291,1191,119,1202
3292,61,6,72
3293,331,33,342
3294,18,2,29
3295,79,8,90
3296,229,23,240
3297,124,13,135
3298,119,12,130
3299,593,60,604
3300,695,70,706
3301,843,85,854
3302,19,2,30
3303,154,16,165
3304,1511,151,1522
3305,762,76,773
3306,345,35,356
3307,44,5,55
3308,494,50,505
3309,85,9,96
3310,57,6,68
3311,91,9,102
3312,53,6,64
3313,18,2,29
3314,100,10,111
3315,158,16,169
3316,81,8,92
3317,12,1,23
3318,111,11,122
3319,71,7,82
3320,1,0,12
3321,1,0,12
3322,91,9,102
3323,965,97,976
3324,571,57,582
3325,233,24,244
3326,92,9,103
3327,1,0,12
3328,129,13,140
3329,81,8,92
3330,11,1,22
3331,212,21,223
3332,196,20,207
3333,61,6,72
3334,56,6,67
3335,95,10,106
3336,202,20,213
3337,13,2,24
3338,14,2,25
3339,393,40,404
3340,21,2,32
3341,184,19,195
3342,97,10,108
3343,68,7,79
3344,21,2,32
3345,123,13,134
3346,41,4,52
3347,201,20,212
3348,71,7,82
3349,236,24,247
3350,121,12,132
3351,131,13,142
3352,21,2,32
3353,51,5,62
3354,21,2,32
3355,26,3,37
3356,91,9,102
3357,6,1,17
3358,326,33,337
3359,51,5,62
3360,42,4,53
3361,503,51,514
3362,213,22,224
3363,183,19,194
3364,52,5,63
3365,11,1,22
3366,1213,122,1224
3367,291,29,302
3368,21,2,32
3369,186,19,197
3370,8,1,19
3371,305,31,316
3372,191,19,202
3373,1451,145,1462
3374,721,72,732
3375,11,1,22
3376,1361,136,1372
3377,561,56,572
3378,339,34,350
3379,31,3,42
3380,11,1,22
3381,51,5,62
3382,482,48,493
3383,-1,0,10
3384,129,13,140
3385,57,6,68
3386,1,0,12
3387,222,22,233
3388,261,26,272
3389,218,22,229
3390,201,20,212
3391,7,1,18
3392,37,4,48
3393,129,13,140
3394,101,10,112
3395,11,1,22
3396,1,0,12
3397,371,37,382
3398,53,6,64
3399,83,9,94
3400,43,5,54
3401,123,13,134
3402,759,76,770
3403,241,24,252
3404,363,37,374
3405,192,19,203
3406,561,56,572
3407,337,34,348
3408,33,4,44
3409,633,64,644
3410,73,8,84
3411,63,7,74
3412,1331,133,1342
3413,771,77,782
3414,9,1,20
3415,101,10,112
3416,201,20,212
3417,211,21,222
3418,221,22,232
3419,111,11,122
3420,311,31,322
3421,341,34,352
3422,254,26,265
3423,-4,0,7
3424,12,1,23
3425,344,35,355
3426,991,99,1002
3427,723,73,734
3428,523,53,534
3429,191,19,202
3430,139,14,150
3431,843,85,854
3432,1023,103,1034
3433,29,3,40
3434,131,13,142
3435,223,23,234
3436,121,12,132
3437,211,21,222
3438,23,3,34
3439,18,2,29
3440,173,18,184
3441,191,19,202
3442,121,12,132
3443,51,5,62
3444,341,34,352
3445,223,23,234
3446,81,8,92
3447,2,0,13
3448,21,2,32
3449,161,16,172
3450,31,3,42
3451,11,1,22
3452,51,5,62
3453,151,15,162
3454,204,21,215
3455,510,51,521
3456,142,14,153
3457,26,3,37
3458,181,18,192
3459,41,4,52
3460,161,16,172
3461,4,1,15
3462,50,5,61
3463,136,14,147
3464,52,5,63
3465,62,6,73
3466,14,2,25
3467,6,1,17
3468,22,2,33
3469,2,0,13
3470,152,15,163
3471,62,6,73
3472,91,9,102
3473,6,1,17
3474,61,6,72
3475,177,18,188
3476,96,10,107
3477,266,27,277
3478,-3,0,8
3479,6,1,17
3480,601,60,612
3481,112,11,123
3482,481,48,492
3483,21,2,32
3484,486,49,497
3485,81,8,92
3486,1111,111,1122
3487,231,23,242
3488,81,8,92
3489,93,10,104
3490,163,17,174
3491,191,19,202
3492,21,2,32
3493,65,7,76
3494,1,0,12
3495,11,1,22
3496,101,10,112
3497,71,7,82
3498,21,2,32
3499,31,3,42
3500,1,0,12
3501,121,12,132
3502,319,32,330
3503,451,45,462
3504,56,6,67
3505,47,5,58
3506,81,8,92
3507,437,44,448
3508,111,11,122
3509,151,15,162
3510,477,48,488
3511,1024,103,1035
3512,51,5,62
3513,191,19,202
3514,211,21,222
3515,1,0,12
3516,451,45,462
3517,221,22,232
3518,87,9,98
3519,201,20,212
3520,11,1,22
3521,61,6,72
3522,341,34,352
3523,191,19,202
3524,271,27,282
3525,115,12,126
3526,221,22,232
3527,91,9,102
3528,486,49,497
3529,491,49,502
3530,141,14,152
3531,494,50,505
3532,269,27,280
3533,214,22,225
3534,71,7,82
3535,39,4,50
3536,313,32,324
3537,581,58,592
3538,225,23,236
3539,241,24,252
3540,13,2,24
3541,21,2,32
3542,525,53,536
3543,703,71,714
3544,151,15,162
3545,355,36,366
3546,73,8,84
3547,71,7,82
3548,461,46,472
3549,441,44,452
3550,2396,240,2407
3551,6,1,17
3552,591,59,602
3553,76,8,87
3554,71,7,82
3555,775,78,786
3556,591,59,602
3557,93,10,104
3558,21,2,32
3559,192,19,203
3560,11,1,22
3561,40,4,51
3562,173,18,184
3563,3,1,14
3564,21,2,32
3565,73,8,84
3566,121,12,132
3567,46,5,57
3568,131,13,142
3569,101,10,112
3570,1,0,12
3571,11,1,22
3572,11,1,22
3573,33,4,44
3574,37,4,48
3575,41,4,52
3576,11,1,22
3577,0,0,11
3578,122,12,133
3579,84,9,95
3580,43,5,54
3581,223,23,234
3582,71,7,82
3583,211,21,222
3584,131,13,142
3585,454,46,465
3586,121,12,132
3587,31,3,42
3588,131,13,142
3589,371,37,382
3590,23,3,34
3591,201,20,212
3592,609,61,620
3593,13,2,24
3594,161,16,172
3595,79,8,90
3596,69,7,80
3597,213,22,224
3598,271,27,282
3599,621,62,632
3600,31,3,42
3601,276,28,287
3602,154,16,165
3603,14,2,25
3604,254,26,265
3605,364,37,375
3606,271,27,282
3607,94,10,105
3608,971,97,982
3609,681,68,692
3610,436,44,447
3611,74,8,85
3612,13,2,24
3613,171,17,182
3614,105,11,116
3615,-6,0,5
3616,-5,0,6
3617,304,31,315
3618,591,59,602
3619,81,8,92
3620,31,3,42
3621,28,3,39
3622,101,10,112
3623,101,10,112
3624,124,13,135
3625,241,24,252
3626,31,3,42
3627,243,25,254
3628,141,14,152
3629,520,52,531
3630,91,9,102
3631,91,9,102
3632,240,24,251
3633,151,15,162
3634,91,9,102
3635,99,10,110
3636,131,13,142
3637,41,4,52
3638,566,57,577
3639,441,44,452
3640,261,26,272
3641,11,1,22
3642,51,5,62
3643,411,41,422
3644,251,25,262
3645,51,5,62
3646,149,15,160
3647,63,7,74
3648,84,9,95
3649,72,7,83
3650,512,51,523
3651,697,70,708
3652,651,65,662
3653,384,39,395
3654,358,36,369
3655,291,29,302
3656,64,7,75
3657,365,37,376
3658,41,4,52
3659,24,3,35
3660,34,4,45
3661,6,1,17
3662,33,4,44
3663,204,21,215
3664,342,34,353
3665,24,3,35
3666,214,22,225
3667,81,8,92
3668,21,2,32
3669,51,5,62
3670,81,8,92
3671,121,12,132
3672,41,4,52
3673,13,2,24
3674,33,4,44
3675,1,0,12
3676,83,9,94
3677,81,8,92
3678,51,5,62
3679,61,6,72
3680,1,0,12
3681,21,2,32
3682,21,2,32
3683,159,16,170
3684,171,17,182
3685,136,14,147
3686,1318,132,1329
3687,61,6,72
3688,381,38,392
3689,467,47,478
3690,61,6,72
3691,367,37,378
3692,761,76,772
3693,816,82,827
3694,1601,160,1612
3695,189,19,200
3696,389,39,400
3697,68,7,79
3698,555,56,566
3699,1,0,12
3700,101,10,112
3701,1171,117,1182
3702,27,3,38
3703,51,5,62
3704,217,22,228
3705,11,1,22
3706,101,10,112
3707,561,56,572
3708,11,1,22
3709,181,18,192
3710,308,31,319
3711,281,28,292
3712,591,59,602
3713,61,6,72
3714,51,5,62
3715,1,0,12
3716,1,0,12
3717,107,11,118
3718,101,10,112
3719,-4,0,7
3720,319,32,330
3721,15,2,26
3722,-6,0,5
3723,1,0,12
3724,275,28,286
3725,117,12,128
3726,191,19,202
3727,152,15,163
3728,87,9,98
3729,613,62,624
3730,118,12,129
3731,109,11,120
3732,43,5,54
3733,133,14,144
3734,1417,142,1428
3735,531,53,542
3736,91,9,102
3737,208,21,219
3738,15,2,26
3739,139,14,150
3740,297,30,308
3741,19,2,30
3742,441,44,452
3743,169,17,180
3744,51,5,62
3745,1,0,12
3746,68,7,79
3747,1,0,12
3748,1,0,12
3749,31,3,42
3750,1,0,12
3751,11,1,22
3752,1,0,12
3753,1,0,12
3754,51,5,62
3755,1,0,12
3756,1,0,12
3757,51,5,62
3758,21,2,32
3759,101,10,112
3760,459,46,470
3761,121,12,132
3762,17,2,28
3763,596,60,607
3764,1381,138,1392
3765,700,70,711
3766,175,18,186
3767,394,40,405
3768,115,12,126
3769,76,8,87
3770,11,1,22
3771,21,2,32
3772,344,35,355
3773,351,35,362
3774,23,3,34
3775,325,33,336
3776,21,2,32
3777,81,8,92
3778,27,3,38
3779,121,12,132
3780,51,5,62
3781,137,14,148
3782,81,8,92
3783,141,14,152
3784,701,70,712
3785,813,82,824
3786,231,23,242
3787,280,28,291
3788,101,10,112
3789,224,23,235
3790,131,13,142
3791,33,4,44
3792,11,1,22
3793,41,4,52
3794,101,10,112
3795,61,6,72
3796,71,7,82
3797,486,49,497
3798,163,17,174
3799,53,6,64
3800,561,56,572
3801,32,3,43
3802,371,37,382
3803,1867,187,1878
3804,351,35,362
3805,210,21,221
3806,11,1,22
3807,128,13,139
3808,171,17,182
3809,157,16,168
3810,17,2,28
3811,1139,114,1150
3812,539,54,550
3813,351,35,362
3814,681,68,692
3815,31,3,42
3816,274,28,285
3817,31,3,42
3818,-6,0,5
3819,462,46,473
3820,81,8,92
3821,101,10,112
3822,-3,0,8
3823,19,2,30
3824,412,41,423
3825,122,12,133
3826,32,3,43
3827,171,17,182
3828,667,67,678
3829,37,4,48
3830,75,8,86
3831,1806,181,1817
3832,191,19,202
3833,21,2,32
3834,128,13,139
3835,-8,0,3
3836,938,94,949
3837,251,25,262
3838,475,48,486
3839,352,35,363
3840,61,6,72
3841,156,16,167
3842,186,19,197
3843,6,1,17
3844,414,42,425
3845,922,92,933
3846,71,7,82
3847,531,53,542
3848,482,48,493
3849,63,7,74
3850,2,0,13
3851,-3,0,8
3852,171,17,182
3853,341,34,352
3854,1121,112,1132
3855,81,8,92
3856,121,12,132
3857,91,9,102
3858,831,83,842
3859,11,1,22
3860,7,1,18
3861,1054,106,1065
3862,367,37,378
3863,131,13,142
3864,1,0,12
3865,11,1,22
3866,61,6,72
3867,-6,0,5
3868,569,57,580
3869,119,12,130
3870,109,11,120
3871,61,6,72
3872,58,6,69
3873,281,28,292
3874,245,25,256
3875,243,25,254
3876,264,27,275
3877,161,16,172
3878,11,1,22
3879,311,31,322
3880,911,91,922
3881,91,9,102
3882,765,77,776
3883,18,2,29
3884,1118,112,1129
3885,994,100,1005
3886,946,95,957
3887,478,48,489
3888,11,1,22
3889,28,3,39
3890,21,2,32
3891,42,4,53
3892,164,17,175
3893,114,12,125
3894,115,12,126
3895,1121,112,1132
3896,84,9,95
3897,981,98,992
3898,408,41,419
3899,131,13,142
3900,651,65,662
3901,401,40,412
3902,51,5,62
3903,-2,0,9
3904,355,36,366
3905,35,4,46
3906,55,6,66
3907,26,3,37
3908,1593,160,1604
3909,684,69,695
3910,74,8,85
3911,258,26,269
3912,498,50,509
3913,651,65,662
3914,355,36,366
3915,85,9,96
3916,1,0,12
3917,-8,0,3
3918,551,55,562
3919,-8,0,3
3920,121,12,132
3921,81,8,92
3922,246,25,257
3923,248,25,259
3924,1,0,12
3925,606,61,617
3926,202,20,213
3927,279,28,290
3928,1,0,12
3929,1,0,12
3930,11,1,22
3931,323,33,334
3932,116,12,127
3933,254,26,265
3934,31,3,42
3935,39,4,50
3936,113,12,124
3937,183,19,194
3938,31,3,42
3939,178,18,189
3940,92,9,103
3941,501,50,512
3942,81,8,92
3943,2031,203,2042
3944,31,3,42
3945,1,0,12
3946,481,48,492
3947,439,44,450
3948,1369,137,1380
3949,84,9,95
3950,63,7,74
3951,261,26,272
3952,-8,0,3
3953,36,4,47
3954,-6,0,5
3955,24,3,35
3956,81,8,92
3957,121,12,132
3958,169,17,180
3959,44,5,55
3960,61,6,72
3961,404,41,415
3962,424,43,435
3963,-6,0,5
3964,263,27,274
3965,285,29,296
3966,174,18,185
3967,191,19,202
3968,114,12,125
3969,564,57,575
3970,253,26,264
3971,164,17,175
3972,81,8,92
3973,164,17,175
3974,33,4,44
3975,4,1,15
3976,21,2,32
3977,131,13,142
3978,387,39,398
3979,77,8,88
3980,162,16,173
3981,21,2,32
3982,41,4,52
3983,78,8,89
3984,-6,0,5
3985,553,56,564
3986,203,21,214
3987,85,9,96
3988,233,24,244
3989,761,76,772
3990,41,4,52
3991,393,40,404
3992,841,84,852
3993,233,24,244
3994,83,9,94
3995,191,19,202
3996,43,5,54
3997,71,7,82
3998,141,14,152
3999,171,17,182
4000,538,54,549
4001,88,9,99
4002,16,2,27
4003,7,1,18
4004,33,4,44
4005,296,30,307
4006,223,23,234
4007,42,4,53
4008,52,5,63
4009,23,3,34
4010,32,3,43
4011,192,19,203
4012,321,32,332
4013,1411,141,1422
4014,761,76,772
4015,211,21,222
4016,231,23,242
4017,327,33,338
4018,213,22,224
4019,112,11,123
4020,1,0,12
4021,333,34,344
4022,72,7,83
4023,101,10,112
4024,55,6,66
4025,129,13,140
4026,343,35,354
4027,151,15,162
4028,-6,0,5
4029,11,1,22
4030,134,14,145
4031,-6,0,5
4032,33,4,44
4033,449,45,460
4034,480,48,491
4035,1,0,12
4036,19,2,30
4037,1,0,12
4038,11,1,22
4039,34,4,45
4040,34,4,45
4041,1,0,12
4042,1,0,12
4043,21,2,32
4044,1,0,12
4045,21,2,32
4046,11,1,22
4047,31,3,42
4048,21,2,32
4049,204,21,215
4050,49,5,60
4051,121,12,132
4052,107,11,118
4053,107,11,118
4054,88,9,99
4055,8,1,19
4056,141,14,152
4057,11,1,22
4058,1,0,12
4059,1,0,12
4060,21,2,32
4061,21,2,32
4062,0,0,11
4063,1,0,12
4064,66,7,77
4065,91,9,102
4066,1,0,12
4067,31,3,42
4068,1,0,12
4069,11,1,22
4070,52,5,63
4071,13,2,24
4072,57,6,68
4073,166,17,177
4074,46,5,57
4075,26,3,37
4076,68,7,79
4077,6,1,17
4078,351,35,362
4079,141,14,152
4080,931,93,942
4081,16,2,27
4082,219,22,230
4083,791,79,802
4084,1348,135,1359
4085,1611,161,1622
4086,141,14,152
4087,201,20,212
4088,201,20,212
4089,51,5,62
4090,81,8,92
4091,281,28,292
4092,11,1,22
4093,11,1,22
4094,41,4,52
4095,1,0,12
4096,1,0,12
4097,41,4,52
4098,1,0,12
4099,61,6,72
4100,31,3,42
4101,26,3,37
4102,31,3,42
4103,231,23,242
4104,39,4,50
4105,80,8,91
4106,41,4,52
4107,251,25,262
4108,171,17,182
4109,21,2,32
4110,79,8,90
4111,61,6,72
4112,171,17,182
4113,32,3,43
4114,41,4,52
4115,11,1,22
4116,31,3,42
4117,51,5,62
4118,11,1,22
4119,51,5,62
4120,31,3,42
4121,61,6,72
4122,51,5,62
4123,11,1,22
4124,1,0,12
4125,31,3,42
4126,116,12,127
4127,21,2,32
4128,231,23,242
4129,1,0,12
4130,11,1,22
4131,31,3,42
4132,111,11,122
4133,8,1,19
4134,121,12,132
4135,91,9,102
4136,21,2,32
4137,1,0,12
4138,1,0,12
4139,11,1,22
4140,301,30,312
4141,38,4,49
4142,107,11,118
4143,60,6,71
4144,37,4,48
4145,187,19,198
4146,11,1,22
4147,241,24,252
4148,128,13,139
4149,100,10,111
4150,101,10,112
4151,21,2,32
4152,1,0,12
4153,21,2,32
4154,11,1,22
4155,109,11,120
4156,21,2,32
4157,18,2,29
4158,8,1,19
4159,111,11,122
4160,1,0,12
4161,21,2,32
4162,1,0,12
4163,151,15,162
4164,1,0,12
4165,51,5,62
4166,21,2,32
4167,1,0,12
4168,11,1,22
4169,21,2,32
4170,37,4,48
4171,1,0,12
4172,1,0,12
4173,223,23,234
4174,51,5,62
4175,75,8,86
4176,21,2,32
4177,243,25,254
4178,6,1,17
4179,690,69,701
4180,91,9,102
4181,3,1,14
4182,62,6,73
4183,81,8,92
4184,71,7,82
4185,41,4,52
4186,1,0,12
4187,-8,0,3
4188,11,1,22
4189,571,57,582
4190,122,12,133
4191,287,29,298
4192,48,5,59
4193,301,30,312
4194,351,35,362
4195,536,54,547
4196,651,65,662
4197,101,10,112
4198,21,2,32
4199,281,28,292
4200,8,1,19
4201,758,76,769
4202,51,5,62
4203,1,0,12
4204,11,1,22
4205,11,1,22
4206,41,4,52
4207,41,4,52
4208,121,12,132
4209,8,1,19
4210,108,11,119
4211,31,3,42
4212,21,2,32
4213,161,16,172
4214,41,4,52
4215,41,4,52
4216,11,1,22
4217,21,2,32
4218,21,2,32
4219,1,0,12
4220,41,4,52
4221,31,3,42
4222,56,6,67
4223,21,2,32
4224,21,2,32
4225,71,7,82
4226,91,9,102
4227,1,0,12
4228,1,0,12
4229,43,5,54
4230,1,0,12
4231,21,2,32
4232,81,8,92
4233,123,13,134
4234,94,10,105
4235,12,1,23
4236,161,16,172
4237,281,28,292
4238,216,22,227
4239,61,6,72
4240,621,62,632
4241,121,12,132
4242,131,13,142
4243,91,9,102
4244,-8,0,3
4245,161,16,172
4246,21,2,32
4247,171,17,182
4248,21,2,32
4249,51,5,62
4250,145,15,156
4251,-1,0,10
4252,31,3,42
4253,51,5,62
4254,85,9,96
4255,11,1,22
4256,468,47,479
4257,358,36,369
4258,411,41,422
4259,7,1,18
4260,18,2,29
4261,148,15,159
4262,31,3,42
4263,748,75,759
4264,831,83,842
4265,1,0,12
4266,1,0,12
4267,-8,0,3
4268,1,0,12
4269,1,0,12
4270,11,1,22
4271,51,5,62
4272,1,0,12
4273,71,7,82
4274,11,1,22
4275,71,7,82
4276,21,2,32
4277,21,2,32
4278,121,12,132
4279,168,17,179
4280,91,9,102
4281,11,1,22
4282,21,2,32
4283,11,1,22
4284,31,3,42
4285,1,0,12
4286,1,0,12
4287,62,6,73
4288,383,39,394
4289,501,50,512
4290,161,16,172
4291,17,2,28
4292,1681,168,1692
4293,131,13,142
4294,326,33,337
4295,231,23,242
4296,86,9,97
4297,45,5,56
4298,186,19,197
4299,118,12,129
4300,126,13,137
4301,35,4,46
4302,34,4,45
4303,61,6,72
4304,881,88,892
4305,61,6,72
4306,391,39,402
4307,361,36,372
4308,-8,0,3
4309,91,9,102
4310,338,34,349
4311,739,74,750
4312,1991,199,2002
4313,241,24,252
4314,21,2,32
4315,21,2,32
4316,-8,0,3
4317,31,3,42
4318,11,1,22
4319,-5,0,6
4320,1,0,12
4321,148,15,159
4322,-8,0,3
4323,531,53,542
4324,41,4,52
4325,1031,103,1042
4326,1621,162,1632
4327,261,26,272
4328,185,19,196
4329,55,6,66
4330,78,8,89
4331,32,3,43
4332,85,9,96
4333,131,13,142
4334,24,3,35
4335,341,34,352
4336,151,15,162
4337,181,18,192
4338,121,12,132
4339,91,9,102
4340,51,5,62
4341,219,22,230
4342,271,27,282
4343,81,8,92
4344,11,1,22
4345,31,3,42
4346,341,34,352
4347,551,55,562
4348,171,17,182
4349,141,14,152
4350,301,30,312
4351,1,0,12
4352,1,0,12
4353,161,16,172
4354,361,36,372
4355,11,1,22
4356,51,5,62
4357,131,13,142
4358,31,3,42
4359,67,7,78
4360,1,0,12
4361,101,10,112
4362,47,5,58
4363,41,4,52
4364,131,13,142
4365,-2,0,9
4366,1,0,12
4367,1,0,12
4368,43,5,54
4369,127,13,138
4370,365,37,376
4371,55,6,66
4372,1,0,12
4373,54,6,65
4374,11,1,22
4375,-4,0,7
4376,51,5,62
4377,11,1,22
4378,18,2,29
4379,81,8,92
4380,27,3,38
4381,204,21,215
4382,61,6,72
4383,5,1,16
4384,166,17,177
4385,587,59,598
4386,31,3,42
4387,41,4,52
4388,11,1,22
4389,116,12,127
4390,41,4,52
4391,21,2,32
4392,1,0,12
4393,31,3,42
4394,21,2,32
4395,11,1,22
4396,358,36,369
4397,18,2,29
4398,98,10,109
4399,41,4,52
4400,148,15,159
4401,21,2,32
4402,18,2,29
4403,11,1,22
4404,378,38,389
4405,15,2,26
4406,698,70,709
4407,61,6,72
4408,16,2,27
4409,60,6,71
4410,191,19,202
4411,11,1,22
4412,101,10,112
4413,31,3,42
4414,71,7,82
4415,7,1,18
4416,78,8,89
4417,11,1,22
4418,11,1,22
4419,191,19,202
4420,155,16,166
4421,36,4,47
4422,45,5,56
4423,31,3,42
4424,36,4,47
4425,141,14,152
4426,446,45,457
4427,6,1,17
4428,91,9,102
4429,135,14,146
4430,36,4,47
4431,-5,0,6
4432,151,15,162
4433,241,24,252
4434,151,15,162
4435,41,4,52
4436,21,2,32
4437,171,17,182
4438,11,1,22
4439,21,2,32
4440,41,4,52
4441,21,2,32
4442,51,5,62
4443,31,3,42
4444,1,0,12
4445,21,2,32
4446,51,5,62
4447,121,12,132
4448,71,7,82
4449,11,1,22
4450,11,1,22
4451,81,8,92
4452,31,3,42
4453,191,19,202
4454,21,2,32
4455,31,3,42
4456,31,3,42
4457,281,28,292
4458,371,37,382
4459,91,9,102
4460,101,10,112
4461,61,6,72
4462,17,2,28
4463,61,6,72
4464,11,1,22
4465,1,0,12
4466,121,12,132
4467,41,4,52
4468,361,36,372
4469,161,16,172
4470,41,4,52
4471,21,2,32
4472,61,6,72
4473,21,2,32
4474,31,3,42
4475,1,0,12
4476,11,1,22
4477,1,0,12
4478,161,16,172
4479,1,0,12
4480,161,16,172
4481,311,31,322
4482,141,14,152
4483,21,2,32
4484,131,13,142
4485,241,24,252
4486,61,6,72
4487,101,10,112
4488,216,22,227
4489,161,16,172
4490,27,3,38
4491,41,4,52
4492,2,0,13
4493,2,0,13
4494,103,11,114
4495,61,6,72
4496,1,0,12
4497,41,4,52
4498,22,2,33
4499,41,4,52
4500,91,9,102
4501,51,5,62
4502,61,6,72
4503,41,4,52
4504,81,8,92
4505,31,3,42
4506,21,2,32
4507,71,7,82
4508,31,3,42
4509,31,3,42
4510,21,2,32
4511,1,0,12
4512,37,4,48
4513,31,3,42
4514,41,4,52
4515,21,2,32
4516,21,2,32
4517,1,0,12
4518,131,13,142
4519,1,0,12
4520,61,6,72
4521,11,1,22
4522,11,1,22
4523,16,2,27
4524,1,0,12
4525,31,3,42
4526,31,3,42
4527,41,4,52
4528,31,3,42
4529,1,0,12
4530,11,1,22
4531,1,0,12
4532,51,5,62
4533,71,7,82
4534,1,0,12
4535,21,2,32
4536,11,1,22
4537,21,2,32
4538,61,6,72
4539,21,2,32
4540,1,0,12
4541,21,2,32
4542,21,2,32
4543,51,5,62
4544,111,11,122
4545,37,4,48
4546,41,4,52
4547,41,4,52
4548,31,3,42
4549,25,3,36
4550,21,2,32
4551,1,0,12
4552,11,1,22
4553,1,0,12
4554,61,6,72
4555,61,6,72
4556,111,11,122
4557,1,0,12
4558,21,2,32
4559,41,4,52
4560,11,1,22
4561,51,5,62
4562,1,0,12
4563,21,2,32
4564,1,0,12
4565,11,1,22
4566,21,2,32
4567,81,8,92
4568,41,4,52
4569,41,4,52
4570,485,49,496
4571,119,12,130
4572,71,7,82
4573,11,1,22
4574,1,0,12
4575,91,9,102
4576,11,1,22
4577,-2,0,9
4578,57,6,68
4579,51,5,62
4580,321,32,332
4581,111,11,122
4582,169,17,180
4583,99,10,110
4584,21,2,32
4585,11,1,22
4586,95,10,106
4587,69,7,80
4588,251,25,262
4589,237,24,248
4590,-3,0,8
4591,21,2,32
4592,381,38,392
4593,271,27,282
4594,158,16,169
4595,101,10,112
4596,501,50,512
4597,171,17,182
4598,61,6,72
4599,111,11,122
4600,123,13,134
4601,43,5,54
4602,32,3,43
4603,221,22,232
4604,224,23,235
4605,1,0,12
4606,21,2,32
4607,24,3,35
4608,188,19,199
4609,84,9,95
4610,23,3,34
4611,58,6,69
4612,201,20,212
4613,221,22,232
4614,161,16,172
4615,101,10,112
4616,32,3,43
4617,111,11,122
4618,228,23,239
4619,228,23,239
4620,211,21,222
4621,41,4,52
4622,151,15,162
4623,18,2,29
4624,8,1,19
4625,81,8,92
4626,51,5,62
4627,21,2,32
4628,151,15,162
4629,491,49,502
4630,31,3,42
4631,11,1,22
4632,1,0,12
4633,101,10,112
4634,331,33,342
4635,209,21,220
4636,541,54,552
4637,321,32,332
4638,161,16,172
4639,21,2,32
4640,21,2,32
4641,1,0,12
4642,31,3,42
4643,41,4,52
4644,11,1,22
4645,1,0,12
4646,11,1,22
4647,21,2,32
4648,2,0,13
4649,101,10,112
4650,250,25,261
4651,132,13,143
4652,1,0,12
4653,22,2,33
4654,11,1,22
4655,32,3,43
4656,179,18,190
4657,51,5,62
4658,31,3,42
4659,21,2,32
4660,1,0,12
4661,81,8,92
4662,271,27,282
4663,98,10,109
4664,21,2,32
4665,34,4,45
4666,524,53,535
4667,255,26,266
4668,51,5,62
4669,91,9,102
4670,53,6,64
4671,44,5,55
4672,371,37,382
4673,41,4,52
4674,351,35,362
4675,191,19,202
4676,121,12,132
4677,11,1,22
4678,181,18,192
4679,131,13,142
4680,101,10,112
4681,74,8,85
4682,181,18,192
4683,61,6,72
4684,281,28,292
4685,101,10,112
4686,161,16,172
4687,181,18,192
4688,221,22,232
4689,41,4,52
4690,11,1,22
4691,221,22,232
4692,191,19,202
4693,521,52,532
4694,902,90,913
4695,57,6,68
4696,51,5,62
4697,71,7,82
4698,11,1,22
4699,56,6,67
4700,679,68,690
4701,266,27,277
4702,571,57,582
4703,43,5,54
4704,21,2,32
4705,698,70,709
4706,107,11,118
4707,41,4,52
4708,41,4,52
4709,281,28,292
4710,47,5,58
4711,247,25,258
4712,501,50,512
4713,68,7,79
4714,101,10,112
4715,251,25,262
4716,621,62,632
4717,201,20,212
